"Listing Number","Cumulative DOM","Days On Market","Short Address","Baths - Full","Baths - Half","Cancel Date","Listing Date","List Price","Front Exp","Expiration Date","Parcel ID","Sold Date","Sold Price","SqFt - Living","SqFt - Total","Under Contract Date","Withdrawn Date","Year Built","Year Roof Installed","SqFt - Guest House","Construction: CBS","Storm Protection: Accordion Shutters","Storm Protection: Impact Glass","Storm Protection: Panel Shutters","Public Remarks","Area","Temp Off Market Date","Garage Spaces","Furnished: Furnished","Subdivision","Terms of Sale","Zip Code","Baths - Total","City","Guest House","High School","Homeowners Assoc","Lot SqFt","Private Pool","Legal Desc","Spa","State/Province","Street #","Tax Year","Taxes","Total Bedrooms","Total Floors/Stories","Total Units in Bldg","Ttl Units in Complex","Original List Price","Unit Floor #","Unit #","Type","Geo Lat","Geo Lon","HOA/POA/COA (Monthly)","Special Assessment","Waterfront","Status","Status Change Date","Subdiv. Amenities: Tennis","Subdiv. Amenities: Pool","Subdiv. Amenities: Manager on Site","Subdiv. Amenities: Fitness Center","Subdiv. Amenities: Elevator","Subdiv. Amenities: Golf Course","Subdiv. Amenities: Clubhouse","Security: Gate - Manned","Security: Gate - Unmanned","Security: Doorman","Security: Lobby","Parking: Garage - Building","Parking: Garage - Detached","Parking: Open","Parking: Covered","Lot Description: < 1/4 Acre","Lot Description: 1 to < 2 Acres","Lot Description: 1/2 to < 1 Acre","Lot Description: 1/4 to 1/2 Acre","Gated Community","Development Name","Listing Agent","Listing Office","Buyer Agent","Buyer Office","Fallthrough Date"
"RX-10984932","386","386","110 Wells Road","6","1","","2024-05-06","21900000.00","N","","50434314080000053","2025-06-18","17850000.00","4420.00","6493.00","2025-05-27","","1986","","","Yes","","Complete","","Located on one of the most ultra prime, sought after tree-lined streets, this level 5 totally renovated 5/6.1 is only second house from the ocean! Extraordinarily scaled, it boasts high ceilings, stunning finishes, easy flowing floor plan and the most magnificent gardens by Nievera-Williams. Its oversized outdoor loggia is an extension of the generous living areas, and an upper terrace adjoins the 3 second floor bedrooms.  Designed for the Palm Beach lifestyle, this ''filled with character'' treasure includes a striking Mizner-style beamed living room,  a gourmet eat in kitchen, gracious entry, elevator,  limestone, marble and wood floors and more. It is truly a move in ready home, you can enjoy immediately.","5001","","2.00","","ADAMS","Cash","33480","6.10","Palm Beach","","","N","16248.00","Yes","REPL OF PORTION OF ADAMS ADD E 125 FT OF W 499.91 FT OF LT E","Y","FL","110","2024","80856.00","5","2.00","","","28500000.00","","","SF","26.725297","-80.035619","","No","No","C","2025-06-18","","","","","","","","","","","","","","","","","","","Yes","N","","Dana Koch","The Corcoran Group (404289)","Christian Angle","Christian Angle Real Estate (800649)",""
"RX-11069085","453","92","1742 S Ocean Boulevard","7","1","","2025-03-03","44950000.00","E","","50434411030001052","2025-06-23","38750000.00","8170.00","9886.00","2025-06-03","","2024","","","Yes","","Complete","","Spectacular, Newly Built Oceanfront Estate with 6 bedrooms, 7 full baths, 1 powder room, and sweeping views of the Atlantic Ocean. This immaculate British West Indies home features beautiful finishes throughout including stunning hardwood and marble flooring, detailed ceilings, and exemplifies the highest standard in craftsmanship and attention to detail. Welcoming foyer leads to the formal living room with gorgeous, beamed ceiling. Chef's kitchen with top-of-the-line appliances, large U-shaped island with seating for 6, and breakfast area with peeks of the ocean. Additional interior highlights include formal dining room, light-filled family room, and office with floor-to-ceiling built-ins. Elegant, oceanfront Primary Suite features sitting room, dual bathrooms, and dual walk-in closets.","5003","","3.00","","PALM BEACH ESTATES","Cash","33480","7.10","Palm Beach","","","N","26846.00","Yes","PALM BEACH ESTATES~ SLY 106.5 FT OF LT 105 (LESS NLY 56.38 FT LYG E OF & ADJ TO OCEAN BLVD R/W~ WLY 161.4 FT & OCEAN BLV","","FL","1742","2024","180593.00","6","2.00","","","44950000.00","","","SF","26.655852","-80.037198","","No","Yes","C","2025-06-23","","","","","","","","","","","","","","","","","","Yes","","N","","Christian Angle","Christian Angle Real Estate (800649)","Suzanne Trapani Frisbie","The Corcoran Group (404289)",""
"AX-11777838","77","77","235 Sunrise Avenue 3052","1","","","2025-04-07","355000.00","N","","50434315280003052","2025-06-20","325000.00","271.00","271.00","2025-06-23","","1925","","","","","","","This charming studio, complete with a full galley kitchen, offers a relaxing retreat in the historic Palm Beach Hotel & Condo. Fully furnished with a recently updated interior, the Surf Suite exudes a unique local charm. Perfect for investors, this property boasts a strong rental history with no restrictions, making it ideal for Airbnb or VRBO. Situated just steps from the beach, world-class dining, boutique shopping, and golf, it delivers the quintessential Palm Beach lifestyle. The association fee covers 24-hour concierge service, water, WiFi, cable, trash, and building insurance. Residents enjoy a host of amenities, including valet service, a heated pool, laundry facilities, a gym, bike storage, a lanai, and access to the Palm Beach Day Spa.","5002","","","Yes","Palm Beach Hotel Condo","Convention","33480","1.00","Palm Beach","","","M","","No","PALM BEACH HOTEL COND UNIT 3052","","FL","235","2024","3680.00","","4.00","204","","355000.00","3.00","3052","CD","26.720493","-80.039197","960.00","","No","C","2025-06-23","","","","","","","","Yes","","Yes","Yes","","","","","","","","","","","Burton Wilkins","One Sotheby's International Realty (SEFOSIR03)","Gregory Pappas","High Tides Realty Group (276814347)",""
"RX-10941709","502","502","2770 S Ocean Boulevard N401","4","1","","2023-12-08","5395000.00","E","","50434423180014010","2025-06-23","4800000.00","4370.00","5187.00","2025-04-23","","1990","","","","","Complete","","Mansion In The Sky - The 2770 Building is South Ocean Blvd's. Premier Luxury Boutique Oceanfront Residence. You'll arrive to this spectacular property in your private elevator. Once inside this newly renovated 4 BR/4.5BA modern oceanfront home you will find excellent workmanship, custom lighting & cabinetry and exquisite taste throughout. The Primary Suite offers abundant custom closets, sumptuous his & hers bathrooms and oceanfront balcony.There are 2 VIP Guest Suites and an elegant oak paneled den media room. The chefs kitchen has all white cabinetry, Thassos marble floors, top of the line Miele appliances and informal dining area overlooking the ocean.The Oceanfront Living Room & Dining Room are to die for! Spanning over 1,200 feet, it's perfect for your art collection and entertaining","5004","","2.00","","TWENTY SEVEN SEVENTY SOUTH OCEAN BLVD","Convention","33480","4.10","Palm Beach","","","M","","No","TWENTY SEVEN SEVENTY SOUTH OCEAN BOULEVARD COND UNIT 401 BLDG NORTH & CABANA C11","","FL","2770","2024","39021.00","4","6.00","15","30.00","7250000.00","4.00","N401","CD","26.622052","-80.037637","7427.75","No","Yes","C","2025-06-24","Yes","Yes","Yes","Yes","Yes","","","Yes","","Yes","Yes","Yes","","Yes","","","","","","Y","","Scott Gordon","Douglas Elliman (pb802465)","Scott Gordon","Douglas Elliman (pb802465)",""
"RX-11033408","215","215","265 Atlantic Avenue","2","1","","2024-11-01","6700000.00","S","","50434315030000710","2025-06-27","6350000.00","2266.00","2344.00","2025-06-04","","1927","","","","","Complete","","A true gem! One of a kind exquisitely designed classic Mediterranean residence.  Just completed renovations for today's living but upholding the integrity of a by gone era. The stunning living room, dining room and new gourmet kitchen all lead out to the lush orchid garden, loggia and pool.  A dramatic staircase leads to the four bedrooms and luxurious marble bathrooms. Hardwood floors, Venetian plaster walls and impact glass throughout. Steps to the beach and minutes to town.","5002","","0.00","","ORANGE GROVE PARK IN","Cash","33480","2.10","Palm Beach","N","","N","4792.00","Yes","ORANGE GROVE PARK LTS 71 & 72","N","FL","265","2024","22881.00","4","2.00","","","9000000.00","","","SF","26.723695","-80.040378","","No","No","C","2025-06-27","","","","","","","","","","","","","","","","","","","","N","","Carole Koeppel","Sotheby's Intl. Realty, Inc. (988061)","Dana Koch","The Corcoran Group (404289)",""
"RX-11038310","209","209","260 N Woods Road","4","2","","2024-11-19","12900000.00","N","","50434310260000080","2025-06-27","11500000.00","3280.00","4185.00","2025-06-16","","1977","","","Yes","","Complete","","Nestled in the coveted Near North End, this stunning single-story home offers 4 spacious bedrooms and 4.2 luxurious bathrooms, all set on a generous lot. A true Palm Beach gem, blending chic elegance with ideal location?perfect for those seeking sophisticated coastal living. The private serene outdoor loggia/pool area for entertaining is surrounded by tropical gardens.  Benefitting from the many features such as wide plank oak floors, high beamed ceilings, fireplace, marble baths, and open kitchen/breakfast, tis is a rare find with truly top quality finishes that is a must see!","5001","","2.00","","WOODS LANDING PL 3 IN","Cash","33480","4.20","Palm Beach","","","N","15000.00","Yes","WOODS LANDING PL 3 LT 8 & WOODS LANDING PL 2 LT 23B (LESS E 37.5 FT & W 25 FT)","","FL","260","2024","106844.00","4","1.00","","","12900000.00","","","SF","26.735086","-80.03916","","No","No","C","2025-06-27","","","","","","","","","","","","","Yes","","","","","Yes","","N","","James McCann","Premier Estate Properties, Inc (276544310)","Christopher Vila","PB Realty Advisors, INC (276613327)",""
"RX-11066172","320","76","245 Atlantic Avenue","5","0","","2025-02-25","14950000.00","S","","50434315030000610","2025-06-30","13000000.00","4402.00","5085.00","2025-05-12","","2015","","","Yes","","Complete","","Stunning 5BR/5BA Bermuda Colonial home built in 2015 in fantastic, In-Town location. Just one block from the lake trail and the Atlantic Ocean. Highlights include light-filled living spaces, a gracious floorplan, and high ceilings. Chef's kitchen with Sub Zero and Thermador appliances, two dishwashers, and walk-in pantry. Spectacular outdoor spaces perfect for al-fresco dining and entertaining. Covered loggia with summer kitchen features unique automatic open/close roof system. Gorgeous tropical landscaping surrounds the 60-foot lap pool, spa/cold plunge, sauna, and mini basketball court. Second floor primary suite with spacious ensuite bathroom and dual walk-in closets. Additional features include air-conditioned 2-car garage, hardwood and limestone flooring, and full impact","5002","","2.00","","ORANGE GROVE PARK","Cash","33480","5.00","Palm Beach","","","N","10019.00","Yes","ORANGE GROVE PARK LTS 61 TO 64 INC","Y","FL","245","2024","91512.80","5","2.00","","","14950000.00","","","SF","26.72368","-80.039651","","No","No","C","2025-06-30","","","","","","","","","","","","","","","","Yes","","","","N","","Christian Angle","Christian Angle Real Estate (800649)","Simon Isaacs","Simon Isaacs Real Estate LLC (273006817)",""
"RX-11060111","94","94","3475 S Ocean Boulevard 309","2","1","","2025-02-07","1199000.00","SE","","50434435020003090","2025-06-30","1100000.00","2002.00","2002.00","2025-05-12","","1967","","","Yes","Complete","","","Wake up to breathtaking DIRECT OCEAN VIEWS (North, South, East) in this beautifully renovated 3-bedroom, 2.5-bathroom corner unit with 2,002 SF of luxurious living space. Modern tile & hardwood floors, stylishly updated bathrooms, new appliances, and French doors open to two separate private balconies, perfect for soaking in the coastal views and breeze. Enjoy cozy evenings by the fireplace, a sleek kitchen bar area, and the ease of in-unit laundry. Nestled in the prestigious Le Bonne Vie, indulge in resort-style amenities an oceanside pool, sundeck with grills, sauna, library, billiard room, bike storage, 24-hour doorman, an onsite manager, handyman, and one assigned  garage space. This is oceanfront living at it's finest! Close to PBI and dining/shopping/entertainment.","5004","","1.00","","LA BONNE VIE CONDO","Cash","33480","2.10","Palm Beach","","","M","","No","LA BONNE VIE CONDOMINIUM UNIT 309","Y","FL","3475","2024","11664.30","3","8.00","111","111.00","1250000.00","3.00","309","CD","26.594023","-80.03782","2732.56","No","Yes","C","2025-06-30","","Yes","Yes","Yes","Yes","","","","","Yes","","","","","Yes","","","","","N","LA BONNE VIE CONDO","Sally Ott","Illustrated Properties LLC (606521)","Alyse Keller","Compass Florida LLC (273007303)",""
"RX-11071206","42","42","3400 S Ocean Boulevard 7eii","2","0","","2025-03-13","1850000.00","W","","50434435130020075","2025-06-30","1650000.00","1740.00","1740.00","2025-04-24","","1979","2022","","Yes","","Complete","","Step into a world of casual elegance where floor-to-ceiling glass welcomes you, showcasing breathtaking direct ocean views from every room of this stunning 2-bedroom, 2-bathroom.     Spanning over 1,700 square feet, this renovated condo boasts a custom-expanded open kitchen with an oversized island, perfect for entertaining. The flowing layout is designed for both comfort and functionality, featuring generous closet space and a full laundry room for ultimate convenience.    Enjoy resort-style living with a brand-new pool and recreation area, just steps from the pristine beach and direct ocean access. This sought-after condominium offers the perfect blend of luxury, relaxation, and coastal charm.    Your oceanfront dream home awaits!","5004","","1.00","","Atriums of Palm Beach","Cash","33480","2.00","Palm Beach","N","","M","","No","ATRIUMS OF PALM BEACH COND UNIT 7E TOWER II","N","FL","3400","2024","21891.00","2","7.00","","106.00","1850000.00","7.00","7eii","CD","26.598154","-80.038184","2289.17","Yes","Yes","C","2025-06-30","Yes","Yes","Yes","Yes","Yes","","","","","Yes","Yes","Yes","","","","","","","","N","","Dana Koch","The Corcoran Group (404289)","Dana Koch","The Corcoran Group (404289)",""
"RX-11019472","423","224","150 Bradley Place 203","2","0","","2024-09-09","3950000.00","N","","50434315270000203","2025-06-30","3775000.00","1568.00","1568.00","2025-04-21","","1926","","","Yes","","Complete","","Drop your bags in this wonderful, move-in ready 2 bed 2 bath unit with water views and all the amenities the Palm Beach Biltmore has to offer. The unit features custom storage and fixtures, high ceilings, a water filtration system, impact windows, luxury appliances, and custom cabinets. The Biltmore offers valet parking, gym, beautiful pool, tennis courts, Lake Trail access, card rooms, docks, a private beach club, beach access and 24 hour security. It is located within walking distance to many shops and world-class restaurants.","5002","","2.00","","PALM BEACH BILTMORE CONDO","Cash","33480","2.00","Palm Beach","","","M","","No","PALM BEACH BILTMORE COND UNIT 203-C","","FL","150","2023","13519.30","2","10.00","","","4350000.00","2.00","203","CD","26.720114","-80.041738","2898.29","No","Yes","C","2025-06-30","Yes","Yes","Yes","Yes","Yes","","","","","Yes","","","","","","","","","","N","","Christopher Leavitt","Douglas Elliman (pb802465)","Patricia Mahaney","Sotheby's Intl. Realty, Inc. (988061)",""
